HeightDiff,WeightDiff,ReachDiff,WinDiff,ExpDiff,DrawDiff,LossDiff,Winner
-1.0,0.0,-4.0,-0.11666666666666659,8,0.0,0.1166666666666667,1
1.0,-10.0,-3.0,-0.06666666666666665,3,0.0,0.06666666666666671,1
-2.0,0.0,0.0,0.10150375939849621,-5,0.07142857142857142,-0.17293233082706766,0
0.0,0.0,1.0,-0.04784688995215314,3,0.0,0.04784688995215314,0
0.0,0.0,4.0,0.08049535603715163,-2,0.0,-0.08049535603715169,0
-2.0,-10.0,2.0,-0.14574898785425106,-6,0.0,0.14574898785425106,0
-1.0,10.0,1.0,-0.12337662337662336,3,0.07142857142857142,0.05194805194805194,1
-2.0,-10.0,0.0,-0.20320855614973254,6,0.0,0.20320855614973263,1
1.0,20.0,3.0,0.18571428571428572,-6,0.07142857142857142,-0.2571428571428572,0
0.0,0.0,4.0,0.12222222222222223,-2,0.0,-0.12222222222222223,1
-1.0,10.0,1.0,-0.016666666666666607,-8,0.08333333333333333,-0.06666666666666671,1
0.0,10.0,4.0,0.04705882352941182,-3,0.0,-0.047058823529411764,0
2.0,10.0,2.0,0.15000000000000002,-4,0.0,-0.15000000000000002,1
0.0,10.0,2.0,0.2666666666666667,-5,0.0,-0.2666666666666667,0
-2.0,10.0,2.0,0.12222222222222223,-2,0.0,-0.12222222222222223,0
1.0,10.0,5.0,0.11428571428571432,-6,0.0,-0.11428571428571432,1
3.0,10.0,4.0,0.015384615384615441,-7,0.0,-0.015384615384615385,1
2.0,0.0,7.0,-0.11538461538461542,27,-0.08333333333333333,0.19871794871794873,0
0.0,0.0,3.0,-0.015151515151515138,-1,-0.08333333333333333,0.0984848484848485,1
1.0,0.0,1.0,-0.25,0,-0.08333333333333333,0.33333333333333337,1
0.0,0.0,6.0,-0.28205128205128205,27,0.0,0.28205128205128205,1
-4.0,0.0,-2.0,-0.375,-4,0.0,0.375,1
2.0,0.0,6.0,-0.09157509157509158,18,0.0,0.09157509157509158,0
-2.0,0.0,0.0,0.005291005291005235,6,0.037037037037037035,-0.042328042328042326,0
1.0,0.0,1.0,-0.1428571428571429,27,0.020833333333333332,0.12202380952380953,1
2.0,0.0,0.0,0.19047619047619047,-9,0.0,-0.19047619047619047,0
-2.0,0.0,-3.0,-0.09523809523809523,-7,0.0,0.09523809523809523,1
-1.0,0.0,-3.0,-0.10582010582010581,6,0.0,0.10582010582010581,1
-3.0,0.0,-3.0,-0.17316017316017318,1,0.0,0.17316017316017318,1
2.0,0.0,3.0,-0.28205128205128205,22,0.0,0.28205128205128205,1
-1.0,0.0,-1.0,-0.21739130434782605,6,0.0,0.21739130434782608,1
-2.0,0.0,-2.0,-0.25,3,0.0,0.25,1
-2.0,0.0,-1.0,-0.37142857142857144,18,0.02857142857142857,0.34285714285714286,1
3.0,0.0,9.0,0.014245014245014231,12,0.0,-0.014245014245014231,0
0.0,0.0,2.0,0.10710710710710714,10,0.0,-0.10710710710710708,1
2.0,15.0,4.0,0.2962962962962963,-15,0.0,-0.2962962962962963,0
-1.0,0.0,0.0,0.04629629629629628,-19,0.0,-0.04629629629629628,1
1.0,0.0,3.0,-0.021885521885521952,-5,0.0,0.021885521885521897,0
0.0,0.0,3.0,-0.03703703703703709,-15,0.0,0.037037037037037035,1
6.0,-15.0,11.0,0.02564102564102566,13,0.0,-0.02564102564102566,0
4.0,0.0,3.0,0.1826923076923077,-10,0.0,-0.1826923076923077,0
2.0,-15.0,5.0,-0.04013377926421402,20,0.0,0.04013377926421402,1
5.0,-15.0,6.0,0.0033444816053511683,20,0.0,-0.0033444816053511683,1
3.0,0.0,5.0,-0.07466063348416285,8,0.0,0.07466063348416285,0
0.0,0.0,2.0,0.06324786324786325,19,0.022222222222222223,-0.0854700854700855,1
1.0,-15.0,6.0,-0.14685314685314688,-15,0.0,0.14685314685314682,1
2.0,-15.0,6.0,-0.05230769230769228,-1,0.0,0.05230769230769228,1
2.0,0.0,7.0,0.2362637362637363,2,0.0,-0.23626373626373628,0
-1.0,-15.0,2.0,0.01602564102564108,-2,0.0,-0.016025641025641024,1
1.0,-30.0,3.0,0.11538461538461542,0,0.0,-0.11538461538461539,1
3.0,-15.0,3.0,0.04843304843304841,1,0.0,-0.048433048433048465,1
3.0,-15.0,5.0,0.09716599190283404,12,0.02631578947368421,-0.12348178137651825,1
1.0,-15.0,5.0,-0.09230769230769231,-11,0.0,0.09230769230769231,1
6.0,0.0,9.0,0.02564102564102566,13,0.0,-0.02564102564102566,0
1.0,15.0,4.0,0.05769230769230771,14,0.0,-0.05769230769230771,1
2.0,15.0,6.0,0.04682274247491636,-3,0.0,-0.04682274247491641,0
4.0,15.0,6.0,0.04962779156327546,5,0.0,-0.04962779156327546,0
3.0,15.0,2.0,0.08894230769230771,6,0.0,-0.08894230769230771,0
4.0,15.0,1.0,0.02991452991452992,10,0.0,-0.02991452991452992,1
5.0,15.0,7.0,0.02197802197802201,-5,0.0,-0.02197802197802201,0
0.0,0.0,0.0,-0.018394648829431426,20,0.0,0.018394648829431426,1
3.0,15.0,3.0,-0.04230769230769227,14,0.0,0.04230769230769227,0
0.0,15.0,-2.0,0.0,0,0.0,0.0,1
3.0,0.0,6.0,0.03937728937728935,11,0.0,-0.039377289377289404,0
0.0,0.0,1.0,-0.10079365079365088,17,0.0,0.10079365079365077,0
-2.0,-15.0,1.0,-0.026397515527950333,-5,0.0,0.026397515527950277,0
1.0,0.0,0.0,0.0032467532467531646,-6,0.0,-0.0032467532467532756,0
0.0,0.0,1.0,0.11090225563909772,-9,0.05263157894736842,-0.1635338345864662,1
2.0,0.0,2.0,0.13624338624338617,-1,0.037037037037037035,-0.1732804232804233,0
1.0,0.0,0.0,-0.011904761904761973,-13,0.0,0.011904761904761862,1
-2.0,-15.0,-4.0,0.025132275132275117,-1,0.0,-0.025132275132275173,1
0.0,0.0,0.0,0.11090225563909772,10,0.02631578947368421,-0.137218045112782,0
5.0,0.0,9.0,0.05128205128205132,12,-0.07407407407407407,0.022792022792022804,0
2.0,0.0,2.0,-0.023809523809523725,-13,-0.07407407407407407,0.0978835978835979,1
-1.0,15.0,2.0,-0.04166666666666663,-11,-0.07407407407407407,0.11574074074074076,1
4.0,0.0,5.0,-0.03205128205128205,27,0.0,0.03205128205128205,0
1.0,-15.0,0.0,-0.05769230769230771,14,0.038461538461538464,0.019230769230769218,0
5.0,0.0,1.0,-0.05769230769230771,1,0.0,0.05769230769230771,0
3.0,0.0,-1.0,-0.022727272727272707,-18,0.0,0.022727272727272707,1
4.0,0.0,0.0,0.06481481481481477,-13,0.0,-0.06481481481481483,1
5.0,0.0,0.0,0.0,-24,0.0,0.0,0
3.0,0.0,2.0,-0.008064516129032251,-9,0.0,0.008064516129032251,0
2.0,0.0,-2.0,0.06818181818181823,-29,0.0,-0.06818181818181818,1
1.0,0.0,-1.0,-0.11888111888111885,9,0.0,0.11888111888111885,1
-2.0,0.0,-2.0,-0.07342657342657344,9,0.0,0.07342657342657341,1
3.0,-15.0,6.0,-0.11888111888111885,20,0.0,0.11888111888111885,0
2.0,0.0,0.0,-0.09615384615384615,3,0.0,0.09615384615384615,1
1.0,0.0,-2.0,-0.14027149321266963,4,0.0,0.14027149321266968,0
-1.0,-20.0,-3.0,0.021390374331550777,5,0.0,-0.021390374331550832,0
0.0,-20.0,3.0,-0.11497326203208558,5,0.0,0.11497326203208558,1
-2.0,0.0,-6.0,0.017595307917888547,-9,0.0,-0.017595307917888603,1
4.0,0.0,-2.0,-0.0505050505050505,4,-0.05555555555555555,0.10606060606060605,0
5.0,0.0,3.0,0.11111111111111105,-9,-0.05555555555555555,-0.05555555555555555,0
4.0,0.0,1.0,-0.07189542483660127,-1,-0.05555555555555555,0.12745098039215688,1
0.0,0.0,0.0,0.07727272727272727,2,0.0,-0.07727272727272727,1
1.0,0.0,1.0,0.1147058823529411,14,0.0,-0.11470588235294116,0
-1.0,0.0,0.0,0.0537037037037037,7,0.037037037037037035,-0.09074074074074073,0
0.0,0.0,-1.0,0.055882352941176494,-3,0.0,-0.05588235294117644,1
2.0,0.0,1.0,-0.050000000000000044,5,0.0,0.050000000000000044,1
0.0,20.0,2.0,0.055882352941176494,-3,0.0,-0.05588235294117644,1
2.0,0.0,2.0,0.11923076923076925,-7,0.0,-0.1192307692307692,0
-1.0,0.0,2.0,0.09523809523809523,-4,0.0,-0.09523809523809523,0
3.0,0.0,-1.0,-0.13056835637480801,10,0.0,0.130568356374808,0
4.0,10.0,5.0,-0.24761904761904763,14,0.0,0.24761904761904763,1
2.0,0.0,2.0,-0.2509157509157509,5,0.0,0.2509157509157509,1
3.0,0.0,2.0,-0.13809523809523805,9,0.0,0.1380952380952381,1
1.0,0.0,1.0,-0.03809523809523807,-6,0.0,0.0380952380952381,1
0.0,0.0,-2.0,-0.222943722943723,23,0.045454545454545456,0.17748917748917747,1
1.0,0.0,3.0,-0.17142857142857149,9,0.0,0.17142857142857143,1
-4.0,0.0,0.0,0.2222222222222222,-10,0.0,-0.2222222222222222,0
-3.0,0.0,-2.0,0.04040404040404044,-5,0.0,-0.04040404040404039,1
-5.0,0.0,-2.0,0.375,1,0.0,-0.375,0
1.0,0.0,0.0,0.07499999999999996,24,0.0,-0.07500000000000001,1
-2.0,0.0,-1.0,-0.007352941176470562,18,0.0,0.007352941176470562,0
-2.0,-10.0,-2.0,0.0,0,0.0625,-0.0625,1
0.0,0.0,6.0,-0.07272727272727275,1,0.0,0.0727272727272727,0
4.0,0.0,7.0,-0.11818181818181828,12,0.0,0.11818181818181817,1
0.0,0.0,4.0,0.0,10,0.0,0.0,0
2.0,10.0,5.0,0.018181818181818188,1,0.0,-0.018181818181818188,0
-1.0,0.0,1.0,-0.04195804195804198,-2,0.0,0.041958041958041925,0
0.0,0.0,-1.0,0.23076923076923073,-6,0.0,-0.23076923076923078,0
-5.0,0.0,-9.0,-0.1515151515151516,10,-0.043290043290043295,0.1948051948051948,1
-1.0,0.0,-4.0,-0.11818181818181828,29,-0.09090909090909091,0.20909090909090908,0
-3.0,0.0,-5.0,-0.1515151515151516,13,-0.04924242424242425,0.20075757575757577,1
-5.0,0.0,-7.0,-0.09090909090909094,0,-0.09090909090909091,0.1818181818181818,1
0.0,0.0,-3.0,-0.13333333333333341,1,0.047619047619047616,0.08571428571428569,0
3.0,0.0,1.0,-0.09166666666666667,4,0.0,0.09166666666666667,1
-1.0,-10.0,-4.0,0.033333333333333326,-8,0.0,-0.033333333333333354,1
-1.0,10.0,-4.0,-0.059259259259259345,7,0.037037037037037035,0.0222222222222222,0
-1.0,-10.0,-2.0,0.04999999999999993,0,0.0,-0.05000000000000002,0
-4.0,-10.0,-5.0,-0.13333333333333341,-5,0.0,0.1333333333333333,1
-1.0,0.0,-5.0,-0.15294117647058825,-3,0.058823529411764705,0.09411764705882353,1
0.0,-10.0,1.0,-0.12142857142857144,8,0.0,0.12142857142857144,1
3.0,0.0,0.0,-0.13333333333333341,-4,0.047619047619047616,0.08571428571428569,1
0.0,-10.0,2.0,-0.03076923076923077,1,0.0,0.03076923076923077,1
3.0,0.0,0.0,-0.1636363636363637,-3,0.0,0.16363636363636364,1
2.0,-10.0,0.0,-0.15714285714285714,-11,0.0,0.15714285714285714,1
-2.0,0.0,-6.0,-0.16666666666666674,3,0.047619047619047616,0.11904761904761904,1
0.0,0.0,0.0,-0.1568627450980392,16,0.0,0.15686274509803924,0
0.0,10.0,-5.0,-0.125,6,0.0,0.12500000000000003,1
-1.0,0.0,-5.0,-0.06060606060606066,4,0.0,0.06060606060606061,1
-5.0,0.0,-5.0,-0.015151515151515138,4,0.0,0.015151515151515166,0
-1.0,0.0,-3.0,-0.17948717948717952,8,0.0,0.1794871794871795,1
-2.0,0.0,-6.0,-0.19696969696969702,4,0.0,0.196969696969697,1
-4.0,0.0,-2.0,-0.14912280701754388,1,0.0,0.14912280701754385,1
0.0,-10.0,-2.0,0.09523809523809523,0,-0.047619047619047616,-0.047619047619047616,0
0.0,0.0,-1.0,0.2410714285714286,-5,-0.03273809523809523,-0.20833333333333331,0
1.0,0.0,2.0,0.12422360248447206,2,-0.09523809523809523,-0.028985507246376774,0
1.0,0.0,0.0,0.08766233766233766,23,-0.0725108225108225,-0.015151515151515138,0
-1.0,0.0,-3.0,0.1208791208791209,5,-0.09523809523809523,-0.025641025641025605,1
4.0,0.0,6.0,0.3571428571428572,-7,-0.09523809523809523,-0.26190476190476186,0
0.0,0.0,0.0,0.16190476190476188,-6,-0.028571428571428567,-0.1333333333333333,0
-2.0,-10.0,1.0,0.1785714285714286,-5,-0.09523809523809523,-0.08333333333333331,1
1.0,0.0,4.0,0.08074534161490687,2,-0.09523809523809523,0.014492753623188415,1
0.0,0.0,2.0,0.22857142857142865,-11,-0.09523809523809523,-0.1333333333333333,0
-4.0,0.0,-5.0,-0.033333333333333326,-19,0.047619047619047616,-0.01428571428571429,1
-3.0,10.0,-2.0,0.2090909090909091,-18,0.045454545454545456,-0.2545454545454545,0
-4.0,0.0,-2.0,0.07272727272727275,-18,0.0,-0.07272727272727272,1
-3.0,0.0,-1.0,-0.08235294117647052,-6,0.0,0.08235294117647057,0
-4.0,10.0,2.0,0.033333333333333326,-25,0.0,-0.033333333333333326,0
-1.0,0.0,-4.0,-0.11904761904761907,7,-0.023809523809523808,0.14285714285714285,0
5.0,10.0,4.0,-0.13571428571428568,6,-0.07142857142857142,0.20714285714285713,0
2.0,0.0,1.0,-0.1607142857142857,2,-0.07142857142857142,0.23214285714285715,1
-2.0,0.0,-4.0,-0.005714285714285672,36,-0.07142857142857142,0.07714285714285715,1
-2.0,0.0,-5.0,-0.02083333333333337,-11,0.047619047619047616,-0.0267857142857143,1
-1.0,0.0,-4.0,0.19485294117647056,-15,0.0,-0.1948529411764706,0
0.0,0.0,-3.0,0.1875,-16,0.0,-0.1875,1
-3.0,0.0,-2.0,0.10197368421052633,-13,0.05263157894736842,-0.15460526315789475,0
-5.0,0.0,-5.0,0.11250000000000004,-7,0.0,-0.11249999999999999,0
0.0,0.0,-5.0,0.08669354838709675,-1,0.0,-0.08669354838709678,0
0.0,0.0,-3.0,0.11250000000000004,-12,0.0,-0.11249999999999999,0
-1.0,10.0,-1.0,-0.15091463414634143,9,0.0,0.1509146341463415,0
-3.0,10.0,-3.0,-0.011029411764705843,2,0.0,0.011029411764705899,1
-3.0,0.0,-2.0,0.04583333333333328,-17,0.0,-0.04583333333333334,1
-1.0,0.0,-1.0,0.12202380952380953,-11,0.0,-0.12202380952380953,1
-3.0,-10.0,-1.0,-0.06681034482758619,-3,0.034482758620689655,0.032327586206896575,1
-1.0,0.0,-1.0,-0.07017543859649122,2,-0.005012531328320802,0.07518796992481203,0
1.0,0.0,1.0,-0.0368421052631579,1,-0.0026315789473684154,0.03947368421052633,1
-2.0,0.0,0.0,-0.05391527599486512,22,-0.05263157894736842,0.10654685494223365,0
-1.0,0.0,1.0,-0.14109742441209405,28,-0.05263157894736842,0.19372900335946247,0
-3.0,0.0,0.0,-0.012704174228675091,10,-0.018148820326678763,0.030852994555353924,1
2.0,0.0,1.0,-0.014619883040935644,-1,0.0,0.0146198830409357,1
1.0,10.0,1.0,-0.07017543859649122,-7,0.0,0.07017543859649122,1
4.0,0.0,6.0,-0.1777777777777778,8,0.0,0.17777777777777778,1
4.0,0.0,2.0,-0.30000000000000004,10,0.0,0.30000000000000004,1
5.0,0.0,8.0,-0.25,10,0.0,0.24999999999999997,1
4.0,0.0,6.0,-0.26363636363636367,12,0.0,0.26363636363636367,1
6.0,10.0,4.0,0.009090909090909038,1,0.0,-0.009090909090909094,0
1.0,0.0,4.0,0.13888888888888884,6,0.0,-0.1388888888888889,0
-1.0,0.0,0.0,0.11666666666666659,-2,0.0,-0.1166666666666667,0
-3.0,0.0,-1.0,0.004901960784313708,5,0.0,-0.004901960784313764,1
0.0,-10.0,4.0,0.2777777777777778,9,0.0,-0.2777777777777778,0
0.0,-10.0,0.0,0.15555555555555556,11,0.0,-0.15555555555555556,0
-2.0,0.0,3.0,0.28888888888888886,6,0.0,-0.2888888888888889,0
-1.0,-10.0,-2.0,0.2222222222222222,0,0.0,-0.22222222222222227,0
-3.0,-10.0,0.0,0.15555555555555556,-4,0.0,-0.15555555555555556,1
1.0,-10.0,3.0,0.13888888888888884,6,-0.08333333333333333,-0.055555555555555525,1
2.0,0.0,5.0,0.06666666666666665,8,-0.08333333333333333,0.016666666666666663,0
5.0,10.0,10.0,0.21666666666666667,-7,-0.08333333333333333,-0.1333333333333333,0
4.0,10.0,3.0,-0.08333333333333337,0,-0.08333333333333333,0.16666666666666669,0
1.0,0.0,5.0,0.1767676767676768,7,0.0,-0.17676767676767674,0
-2.0,15.0,-2.0,0.04895104895104896,-2,-0.07692307692307693,0.02797202797202797,1
2.0,0.0,4.0,0.19318181818181823,3,0.0,-0.19318181818181818,0
0.0,0.0,3.0,0.06818181818181823,-5,0.0,-0.06818181818181818,0
-1.0,0.0,4.0,-0.05769230769230771,-3,0.0,0.05769230769230771,0
-3.0,0.0,-3.0,-0.06578947368421051,3,0.0,0.06578947368421051,0
-1.0,0.0,3.0,-0.21153846153846156,-3,0.0,0.21153846153846156,1
-1.0,0.0,4.0,-0.3055555555555556,-7,0.0,0.3055555555555556,1
2.0,0.0,3.0,-0.09090909090909083,0,0.0,0.09090909090909091,1
1.0,10.0,3.0,-0.24242424242424243,1,0.0,0.2424242424242424,1
0.0,0.0,-1.0,-0.2727272727272727,0,0.0,0.2727272727272727,1
0.0,10.0,0.0,-0.3301435406698564,8,0.0,0.3301435406698564,1
3.0,0.0,3.0,0.10389610389610393,-10,-0.047619047619047616,-0.05627705627705626,1
2.0,0.0,4.0,-0.06428571428571428,-1,-0.047619047619047616,0.1119047619047619,1
0.0,0.0,-3.0,0.02898550724637683,2,0.0,-0.028985507246376774,0
0.0,0.0,-1.0,0.33333333333333337,-11,0.0,-0.3333333333333333,0
-2.0,0.0,-3.0,0.2777777777777778,-3,0.0,-0.2777777777777778,0
0.0,0.0,-1.0,0.24242424242424243,-10,0.0,-0.2424242424242424,0
-1.0,0.0,-3.0,0.01754385964912286,-2,0.05263157894736842,-0.07017543859649122,1
-2.0,0.0,-2.0,-0.02657004830917875,5,0.0,0.02657004830917875,1
-1.0,0.0,-1.0,0.2777777777777778,-7,0.0,-0.2777777777777778,0
-2.0,0.0,3.0,-0.016339869281045694,-1,0.0,0.01633986928104575,0
3.0,0.0,7.0,-0.15000000000000002,8,-0.05,0.2,1
1.0,0.0,1.0,-0.2333333333333334,34,-0.05,0.2833333333333333,1
-1.0,0.0,3.0,-0.1564102564102564,19,-0.024358974358974363,0.1807692307692308,0
-1.0,0.0,1.0,-0.2333333333333334,13,-0.05,0.2833333333333333,1
-3.0,0.0,-1.0,-0.1105263157894737,-1,-0.05,0.16052631578947368,1
5.0,0.0,7.0,0.12037037037037035,1,-0.037037037037037035,-0.08333333333333331,0
2.0,0.0,0.0,0.27037037037037037,-7,0.012962962962962968,-0.2833333333333333,0
2.0,0.0,0.0,0.27037037037037037,-7,0.012962962962962968,-0.2833333333333333,0
